symbol,date,open,high,low,close,volume,daily_return,volatility_5d,volatility_20d,sma_20,sma_50,market_cap,sector,industry,export_timestamp
CRWD,2025-04-21,363.79998779296875,372.0899963378906,355.6600036621094,362.69000244140625,2904900.0,,,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-22,368.8399963378906,374.7099914550781,362.8999938964844,368.45001220703125,2577100.0,0.01588135798299417,,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-23,382.5,396.30499267578125,382.5,385.75,3580600.0,0.046953418970842487,,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-24,386.0,414.8489990234375,386.0,414.04998779296875,4624900.0,0.07336354580160398,,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-25,414.69000244140625,425.7349853515625,412.6000061035156,424.8800048828125,3335500.0,0.0261563033670682,,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-28,424.8399963378906,428.0,415.3299865722656,423.0799865722656,2798700.0,-0.0042365333502651925,0.02975266838995778,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-29,424.489990234375,432.3699951171875,423.0799865722656,430.989990234375,2407100.0,0.01869623691301281,0.029404926563489326,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-04-30,419.010009765625,429.54998779296875,414.4100036621094,428.8699951171875,3187200.0,-0.004918896413428575,0.031934345689920596,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-01,431.510009765625,439.6300048828125,427.75,431.8800048828125,3080100.0,0.007018466667976009,0.013785681020740206,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-02,438.17999267578125,443.70001220703125,434.3999938964844,440.5799865722656,2708700.0,0.020144441953995562,0.01201372025212113,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-05,436.0,451.1499938964844,435.40399169921875,443.4700012207031,3281000.0,0.006559568606195665,0.01025406792578432,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-06,432.2019958496094,447.5,430.57000732421875,443.2099914550781,3431200.0,-0.00058630745013033,0.00953128731379301,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-07,425.4200134277344,429.8399963378906,417.06201171875,422.5199890136719,6673400.0,-0.04668216610704112,0.025695111119963816,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-08,427.4849853515625,432.906005859375,424.7200012207031,428.6300048828125,3619000.0,0.014460891858403713,0.02659916139665147,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-09,418.94500732421875,420.0,404.6300048828125,410.57000732421875,4693300.0,-0.04213423547782513,0.028599742734434656,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-12,419.69000244140625,429.4700012207031,415.1000061035156,429.44000244140625,3278500.0,0.04596048123477825,0.03907800484367985,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-13,428.2099914550781,448.0,427.0,440.20001220703125,3734600.0,0.025055909334140702,0.041537845122340156,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-14,442.5,445.4700012207031,431.260009765625,435.94000244140625,2847300.0,-0.009677441270995346,0.0338805028332957,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-15,423.5899963378906,433.8599853515625,422.0899963378906,431.8399963378906,2531900.0,-0.009404977934014402,0.03419926074493191,,,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-16,435.8699951171875,440.8900146484375,431.82000732421875,439.260009765625,2133400.0,0.017182320976884657,0.02378072059542677,,421.81499938964845,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-19,432.42999267578125,445.5,431.69000244140625,444.3500061035156,2015600.0,0.011587661577948882,0.015795484704679272,0.02781012865080267,425.8979995727539,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-20,441.8900146484375,443.010009765625,436.69500732421875,442.25,2132600.0,-0.0047260179468219254,0.0125401793604308,0.02798415452281773,429.58799896240237,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-21,436.79998779296875,450.6700134277344,432.05999755859375,434.739990234375,4321100.0,-0.016981367474561915,0.014383709555551748,0.027123699702176204,432.0374984741211,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-22,430.7149963378906,448.8800048828125,430.0,444.07000732421875,2590900.0,0.02146114298069013,0.016109531727795372,0.02245487118527523,433.5384994506836,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-23,438.5,459.92999267578125,437.3999938964844,455.5899963378906,4487800.0,0.025941830845741087,0.018031410701832343,0.022443654361711807,435.0739990234375,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-27,464.0,474.2300109863281,459.6000061035156,472.2200012207031,3997200.0,0.03650212914350037,0.02237719570771467,0.0235055499474638,437.5309997558594,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-28,472.9849853515625,473.4100036621094,465.9800109863281,468.8299865722656,2893400.0,-0.007178888314078646,0.02286907630111243,0.02346887198529357,439.4229995727539,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-29,472.0,472.489990234375,453.42498779296875,458.80999755859375,3324000.0,-0.02137232963047131,0.02429746422702558,0.02409565759901128,440.91999969482424,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-05-30,462.0299987792969,473.1199951171875,456.7650146484375,471.3699951171875,4488700.0,0.027375161015295246,0.02506164989798713,0.024668287367026955,442.89449920654295,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-02,471.0,479.9700012207031,465.5249938964844,479.1700134277344,3483400.0,0.016547549465060207,0.024113091112270946,0.024562451189308533,444.8240005493164,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-03,480.7650146484375,491.20001220703125,477.45001220703125,488.760009765625,7632200.0,0.020013765613771994,0.020504031678867732,0.024805026288681586,447.0885009765625,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-04,454.75,470.95001220703125,445.260009765625,460.55999755859375,15453600.0,-0.057697053039494794,0.03592943458692379,0.028512447149711864,447.9560012817383,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-05,462.32501220703125,468.6000061035156,452.7099914550781,462.94000244140625,6178300.0,0.005167632654657028,0.03447245937215585,0.026076374322518938,449.977001953125,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-06,463.1199951171875,478.46600341796875,463.1199951171875,468.4100036621094,4343000.0,0.011815788637525415,0.03227301922047648,0.026032023367814187,451.9660018920898,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-09,470.30999755859375,471.7699890136719,458.12799072265625,464.3900146484375,2724600.0,-0.008582201452238203,0.030813894257350077,0.02383883887367484,454.6570022583008,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-10,465.489990234375,470.010009765625,457.2300109863281,467.6499938964844,2472500.0,0.007019916762238676,0.0285514886162485,0.02195798400131985,456.5675018310547,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-11,466.0199890136719,479.94000244140625,465.552001953125,476.9800109863281,2756500.0,0.019950854723862044,0.01045289136596185,0.021735024351313588,458.40650177001953,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-12,474.0199890136719,488.7359924316406,473.0,481.7300109863281,3520200.0,0.009958488596152337,0.010453988634098282,0.021515301999450103,460.6960021972656,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-13,475.0,485.4949951171875,473.05999755859375,480.6199951171875,2610700.0,-0.002304228185551316,0.011065771284316071,0.021318796213148656,463.13500213623047,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-16,481.8399963378906,487.4599914550781,477.2799987792969,479.3900146484375,2710300.0,-0.0025591537623191885,0.009390180483962627,0.021210273377459874,465.1415023803711,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-17,479.45001220703125,493.20001220703125,474.0,492.0299987792969,3398700.0,0.02636680728556473,0.012996353383416075,0.021718014875475963,467.52550201416017,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-18,490.7099914550781,490.7099914550781,478.82000732421875,485.1600036621094,2830300.0,-0.013962553369167852,0.015329270445918327,0.022039074571271057,469.67100219726564,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-20,484.5400085449219,490.0,474.2900085449219,476.29998779296875,5183100.0,-0.01826204922554009,0.017410728532230052,0.022107671271467323,471.74900207519534,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-23,470.7550048828125,494.29998779296875,461.510009765625,491.80999755859375,4431700.0,0.03256353173027304,0.02331300731804541,0.022679767661589228,474.13600158691406,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-24,490.8999938964844,493.5,481.1199951171875,485.3800048828125,3633500.0,-0.013074139825746789,0.02458564881552267,0.022493938926310506,475.62550201416013,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-25,488.0799865722656,500.4100036621094,487.5450134277344,494.0899963378906,2957600.0,0.017944685334083887,0.02278352516600965,0.021414066730961617,476.71900177001953,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-26,497.0799865722656,506.3500061035156,494.0899963378906,505.2200012207031,3017000.0,0.02252627044729949,0.022619207247126714,0.021736134070593115,478.5385025024414,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-27,504.5899963378906,505.3699951171875,495.57000732421875,499.3299865722656,3466300.0,-0.011658316444729366,0.020796997504787182,0.0212429403388984,480.564501953125,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-06-30,502.625,510.0199890136719,499.7200012207031,509.30999755859375,2702800.0,0.019986804827880622,0.01789208595804845,0.020884644398690498,482.4615020751953,,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-01,509.3699951171875,516.6199951171875,481.5,492.07000732421875,4089100.0,-0.033849699234289266,0.024829098176904082,0.0222949671890666,483.1065017700195,453.3966003417969,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-02,491.0,496.5,489.1440124511719,496.1000061035156,2113200.0,0.008189889079424306,0.0237186661347916,0.02193394954727481,483.47350158691404,456.0648004150391,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-03,499.989990234375,517.97998046875,499.989990234375,514.0999755859375,2654000.0,0.03628294549681188,0.027353630730213113,0.01850050640228686,486.15050048828124,458.97779968261716,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-07,507.70001220703125,508.1549987792969,498.9100036621094,505.4599914550781,3269400.0,-0.01680603878849063,0.028165290357231573,0.019172554841955538,488.27649993896483,461.37199951171874,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-08,507.6400146484375,509.385009765625,497.739990234375,507.7099914550781,2143300.0,0.004451390887581175,0.02660350892624722,0.019096789372023023,490.24149932861326,463.2451995849609,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-09,512.0,513.9199829101562,507.0400085449219,513.510009765625,1869300.0,0.011423880577816181,0.018954596810358097,0.018914601727381977,492.69749908447267,465.0177996826172,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-10,512.989990234375,514.5,486.57000732421875,487.1099853515625,4178700.0,-0.05141092464022645,0.03294207608334305,0.02274499778576457,493.6704986572266,466.29839965820315,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-11,488.0,489.32598876953125,477.4700012207031,478.45001220703125,3384400.0,-0.017778270626665704,0.02453849585938549,0.0227675463060247,493.7439987182617,467.24760009765623,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-14,466.82000732421875,480.7170104980469,463.5,476.17999267578125,3340500.0,-0.0047445281081270885,0.024788221933353186,0.022679921297117323,493.46649780273435,468.1938000488281,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-15,479.0899963378906,480.7200012207031,470.5199890136719,473.2799987792969,2529100.0,-0.006090121258956138,0.023495022007387782,0.02271300884002356,493.09949798583983,469.0217999267578,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-16,475.82000732421875,476.6499938964844,464.8349914550781,470.45001220703125,1980400.0,-0.005979518634983139,0.019844326312243685,0.02274200554713859,492.65249786376955,469.61920043945315,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-17,470.3500061035156,474.30999755859375,466.94000244140625,469.8299865722656,2256600.0,-0.00131794158503018,0.006229918982234682,0.021832565466296108,491.542497253418,470.1464001464844,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
CRWD,2025-07-18,472.30999755859375,477.260009765625,465.760009765625,475.9599914550781,2901200.0,0.013047283183295955,0.008095558096867394,0.021894033199076908,491.0824966430664,470.80140014648435,118632079360,Technology,Software - Infrastructure,2025-07-21T07:03:44.172751
SNOW,2025-04-21,142.0,142.13999938964844,135.37899780273438,137.0,3362100.0,,,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-22,138.35000610351562,141.49000549316406,137.36000061035156,140.22999572753906,2765200.0,0.023576611149920268,,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-23,146.30999755859375,151.8300018310547,146.30999755859375,147.38999938964844,5693200.0,0.05105900221248638,,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-24,149.2100067138672,159.1699981689453,149.0850067138672,158.66000366210938,6855500.0,0.0764638328185816,,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-25,157.8000030517578,160.57000732421875,156.10000610351562,158.39999389648438,4164100.0,-0.0016387858289650392,,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-28,158.27999877929688,159.8800048828125,156.52000427246094,158.9600067138672,2019000.0,0.003535434589402753,0.032951555095401895,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-29,159.50999450683594,161.60000610351562,158.38999938964844,160.35000610351562,2329400.0,0.008744333989306297,0.034378552984144425,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-04-30,156.0,159.5500030517578,154.375,159.49000549316406,3406600.0,-0.005363271453799556,0.03402497133281465,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-01,168.39500427246094,169.38999938964844,164.38299560546875,165.36000061035156,5105900.0,0.036804783466128255,0.016739308432858365,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-02,167.55999755859375,169.71800231933594,166.1060028076172,167.66000366210938,3332700.0,0.013909065331811687,0.015823480855167105,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-05,166.5,170.1999969482422,165.5,167.8699951171875,2496000.0,0.00125248389891075,0.016141438335171263,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-06,165.47999572753906,169.8249969482422,164.24000549316406,168.4499969482422,2294000.0,0.0034550655145357823,0.016501226074229842,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-07,168.75,171.6699981689453,167.32000732421875,170.55999755859375,1960900.0,0.01252597594881455,0.01409868185715395,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-08,173.0,176.4199981689453,171.52999877929688,173.97000122070312,3462500.0,0.019992986109992783,0.0077559399185256365,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-09,175.0,176.35800170898438,172.0,174.13999938964844,2595500.0,0.0009771694415845467,0.008354285932018665,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-12,181.16000366210938,182.6999969482422,177.6699981689453,180.5399932861328,4276500.0,0.036752003668979016,0.01443770515322768,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-13,180.6999969482422,184.2899932861328,179.97000122070312,181.02000427246094,4143900.0,0.0026587515463534217,0.014596834712842741,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-14,181.74000549316406,183.5,180.14999389648438,181.4499969482422,4642300.0,0.0023753876125980344,0.015623899611111306,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-15,180.0,183.32000732421875,178.6699981689453,182.97000122070312,3122800.0,0.008376987037891803,0.015095396062047451,,,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-16,182.60000610351562,184.25,181.6699981689453,183.0800018310547,3440000.0,0.0006011947839410503,0.015153821426886843,,165.87750015258788,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-19,181.91000366210938,183.10000610351562,179.94000244140625,182.0500030517578,3828000.0,-0.005625949142426534,0.005020752690769971,0.02114758100422674,168.13000030517577,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-20,183.5,183.60000610351562,181.5,182.8800048828125,4228500.0,0.004559197018078054,0.005182944926389547,0.021146554565056482,170.26250076293945,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-21,180.91000366210938,184.08999633789062,178.91000366210938,179.1199951171875,11101400.0,-0.0205599828588936,0.011332350196965612,0.02051884524662219,171.8490005493164,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-22,192.0,204.0,191.99000549316406,203.17999267578125,26194100.0,0.13432334867390283,0.06314862474644721,0.03151614579013321,174.075,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-23,198.5050048828125,205.39999389648438,197.6999969482422,200.0500030517578,11909700.0,-0.015405009040521223,0.0649270658350399,0.031996652745147736,176.15750045776366,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-27,202.60000610351562,208.30999755859375,202.0500030517578,206.35000610351562,9639000.0,0.031492141742821333,0.06344709846770753,0.03220842547738391,178.5270004272461,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-28,207.0,209.8000030517578,203.8699951171875,204.39999389648438,4370900.0,-0.00945002253139271,0.06497036284248021,0.03260704322726104,180.72949981689453,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-29,206.2899932861328,206.7100067138672,201.0800018310547,202.30999755859375,3800900.0,-0.01022503131261876,0.06333903828375169,0.03276639043608587,182.87049942016603,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-05-30,202.19000244140625,206.0,199.75,205.6699981689453,7077500.0,0.016608178789475847,0.02040128468465108,0.03228361757349813,184.8859992980957,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-06-02,205.6699981689453,210.44000244140625,204.41000366210938,210.1699981689453,4476900.0,0.021879710410185993,0.018934389143163935,0.03236493087556764,187.0114990234375,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-06-03,210.5,210.82000732421875,207.1999969482422,209.14999389648438,4063000.0,-0.004853234435682863,0.015272420522328854,0.032498459164756466,189.07549896240235,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-06-04,213.4250030517578,214.8300018310547,205.2899932861328,209.60000610351562,6648500.0,0.0021516242895707194,0.013753294969182378,0.03251679172208718,191.13299942016602,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-06-05,211.22999572753906,214.3699951171875,208.88999938964844,210.10000610351562,5230300.0,0.002385496113740837,0.011146865139268993,0.03257825944847496,193.1099998474121,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
SNOW,2025-06-06,211.4499969482422,213.0,209.39999389648438,210.83999633789062,3798900.0,0.003522085734782854,0.00998927536693407,0.03254581805968183,194.9534996032715,,72367079424,Technology,Software - Application,2025-07-21T07:03:44.172751
